ORIGINAL ORDER,MONTH,HABITAT,PLOP,SUB,TAG,INDICADOR,FAMILY,Nombre científico,GENERO,Especie,B,F,UF,RF,D,OBS,N,DATE,YEAR,TEMPERATURE,RAIN,GENERO_limpio,Rol_Agroforestal
38001,7,Bosque de Tierra Firme,TF5,2a,930,NO,Apocynaceae,Aspidosperma rigidum Rusby,Aspidosperma,rigidum,0,0,0,0,0,,0,2012-07-06,2012,22.989177419354835,55.3,Aspidosperma,Caja Fuerte - Maderable
38003,7,Bosque de Tierra Firme,TF5,2b,934,NO,Fabaceae,Dipteryx micrantha Harms,Dipteryx,micrantha,0,0,0,0,0,,0,2012-07-06,2012,22.989177419354835,55.3,Dipteryx,Estrella Comercial - Industrial
38011,7,Bosque de Tierra Firme,TF5,3a,942,NO,Fabaceae,Inga edulis Mart.,Inga,edulis,0,0,0,0,0,,0,2012-07-06,2012,22.989177419354835,55.3,Inga,Ingeniero del Suelo - Fijador N
38015,7,Bosque de Tierra Firme,TF5,3a,946,NO,Fabaceae,Inga sp. 2,Inga,sp,3,0,0,0,0,,1,2012-07-06,2012,22.989177419354835,55.3,Inga,Ingeniero del Suelo - Fijador N
38023,7,Bosque de Tierra Firme,TF5,3b,959,NO,Fabaceae,Inga sp. 2,Inga,sp,2,0,0,0,0,,1,2012-07-06,2012,22.989177419354835,55.3,Inga,Ingeniero del Suelo - Fijador N
38030,7,Bosque de Tierra Firme,TF5,4a,970,NO,Sapotaceae,Pouteria procera (Mart.) K.Hammer,Pouteria,procera,4,0,4,0,0,,1,2012-07-06,2012,22.989177419354835,55.3,Pouteria,Estrella Comercial - Frutal
38038,7,Bosque de Tierra Firme,TF5,4b,983,NO,Bignonaceae,Jacaranda copaia subsp. spectabilis (Mart. ex DC.) A.H.Gentry,Jacaranda,copaia subsp. spectabilis,0,0,0,0,0,,0,2012-07-06,2012,22.989177419354835,55.3,Jacaranda,Ingeniero del Suelo - Pionera
38041,7,Bosque de Tierra Firme,TF5,4b,986,NO,Sapotaceae,Pouteria tarapotensis (Eichler ex Pierre) Baehni,Pouteria,tarapotensis,0,0,0,0,0,,0,2012-07-06,2012,22.989177419354835,55.3,Pouteria,Estrella Comercial - Frutal
38043,7,Bosque de Tierra Firme,TF5,4b,988,NO,Moraceae,Brosimum acutifolium subsp. obovatum (Ducke) C.C.Berg,Brosimum,acutifolium subsp. obovatum,0,0,0,0,0,,0,2012-07-06,2012,22.989177419354835,55.3,Brosimum,Caja Fuerte - Maderable
38045,7,Bosque de Tierra Firme,TF5,4b,990,NO,Sapotaceae,Pouteria tarapotensis (Eichler ex Pierre) Baehni,Pouteria,tarapotensis,0,0,0,0,0,,0,2012-07-06,2012,22.989177419354835,55.3,Pouteria,Estrella Comercial - Frutal
38053,7,Bosque de Tierra Firme,TF5,5a,994A,NO,Apocynaceae,Aspidosperma rigidum Rusby,Aspidosperma,rigidum,0,0,0,0,0,,0,2012-07-06,2012,22.989177419354835,55.3,Aspidosperma,Caja Fuerte - Maderable
38056,7,Bosque de Tierra Firme,TF5,5b,998,NO,Fabaceae,Swartzia myrtifolia Sm.,Swartzia,myrtifolia,0,0,0,0,0,,0,2012-07-06,2012,22.989177419354835,55.3,Swartzia,Ingeniero del Suelo - Fijador N
38060,7,Bosque de Tierra Firme,TF5,5b,958A,NO,Apocynaceae,Aspidosperma vargasii A.DC.,Aspidosperma,vargasii,0,0,0,0,0,,0,2012-07-06,2012,22.989177419354835,55.3,Aspidosperma,Caja Fuerte - Maderable
39010,8,Bosque de Tierra Firme,TF1,1a,501,NO,Fabaceae,Swartzia myrtifolia Sm.,Swartzia,myrtifolia,0,0,3,0,0,,1,2012-08-03,2012,24.424016129032257,97.22,Swartzia,Ingeniero del Suelo - Fijador N
39013,8,Bosque de Tierra Firme,TF1,1a,504,NO,Fabaceae,Swartzia tomentifera (Ducke) Ducke,Swartzia,tomentifera,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Swartzia,Ingeniero del Suelo - Fijador N
39015,8,Bosque de Tierra Firme,TF1,1a,506,NO,Apocynaceae,Aspidosperma nitidum Benth. ex Müll.Arg.,Aspidosperma,nitidum,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Aspidosperma,Caja Fuerte - Maderable
39021,8,Bosque de Tierra Firme,TF1,1b,512,NO,Sapotaceae,Pouteria procera (Mart.) K.Hammer,Pouteria,procera,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Pouteria,Estrella Comercial - Frutal
39022,8,Bosque de Tierra Firme,TF1,1b,513,NO,Euphorbiaceae,Croton sp.,Croton,sp,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Croton,Estrella Comercial - Industrial
39033,8,Bosque de Tierra Firme,TF1,2b,528,NO,Fabaceae,Erythrina ulei Harms,Erythrina,ulei,0,0,0,0,0,desfoliado,0,2012-08-03,2012,24.424016129032257,97.22,Erythrina,Ingeniero del Suelo - Fijador N
39034,8,Bosque de Tierra Firme,TF1,2b,529,NO,Fabaceae,Erythrina ulei Harms,Erythrina,ulei,0,0,0,0,0,desfoliando,0,2012-08-03,2012,24.424016129032257,97.22,Erythrina,Ingeniero del Suelo - Fijador N
39046,8,Bosque de Tierra Firme,TF1,3b,547,NO,Fabaceae,Erythrina ulei Harms,Erythrina,ulei,0,0,0,0,0,desfoliando,0,2012-08-03,2012,24.424016129032257,97.22,Erythrina,Ingeniero del Suelo - Fijador N
39054,8,Bosque de Tierra Firme,TF1,4b,559,NO,Sapotaceae,Pouteria pariry (Ducke) Baehni,Pouteria,pariry,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Pouteria,Estrella Comercial - Frutal
39055,8,Bosque de Tierra Firme,TF1,4b,560,NO,Fabaceae,Erythrina ulei Harms,Erythrina,ulei,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Erythrina,Ingeniero del Suelo - Fijador N
39058,8,Bosque de Tierra Firme,TF1,5a,564,NO,Fabaceae,Hymenaea courbaril L.,Hymenaea,courbaril,0,0,0,2,1,,1,2012-08-03,2012,24.424016129032257,97.22,Hymenaea,Estrella Comercial - Frutal
39070,8,Bosque de Tierra Firme,TF1,6a,580,NO,Sapotaceae,Pouteria sp. 3,Pouteria,sp,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Pouteria,Estrella Comercial - Frutal
39071,8,Bosque de Tierra Firme,TF1,6a,581,NO,Fabaceae,Swartzia myrtifolia Sm.,Swartzia,myrtifolia,0,0,4,0,0,,1,2012-08-03,2012,24.424016129032257,97.22,Swartzia,Ingeniero del Suelo - Fijador N
39074,8,Bosque de Tierra Firme,TF1,6b,589,NO,Fabaceae,Hymenaea courbaril L.,Hymenaea,courbaril,0,0,0,1,0,,1,2012-08-03,2012,24.424016129032257,97.22,Hymenaea,Estrella Comercial - Frutal
39093,8,Bosque de Tierra Firme,TF2,1b,614,NO,Fabaceae,Copaifera reticulata Ducke,Copaifera,reticulata,0,0,0,0,0,desfoliando,0,2012-08-03,2012,24.424016129032257,97.22,Copaifera,Estrella Comercial - Industrial
39096,8,Bosque de Tierra Firme,TF2,1b,617,NO,Sapotaceae,Pouteria sp. 2,Pouteria,sp,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Pouteria,Estrella Comercial - Frutal
39101,8,Bosque de Tierra Firme,TF2,1b,624,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,desfoliando,0,2012-08-03,2012,24.424016129032257,97.22,Hevea,Estrella Comercial - Industrial
39105,8,Bosque de Tierra Firme,TF2,2a,629,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,desfoliado,0,2012-08-03,2012,24.424016129032257,97.22,Hevea,Estrella Comercial - Industrial
39112,8,Bosque de Tierra Firme,TF2,2b,638,NO,Moraceae,Brosimum rubescens Taub.,Brosimum,rubescens,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Brosimum,Caja Fuerte - Maderable
39118,8,Bosque de Tierra Firme,TF2,3a,648,NO,Sapotaceae,Pouteria torta (Mart.) Radlk.,Pouteria,torta,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Pouteria,Estrella Comercial - Frutal
39123,8,Bosque de Tierra Firme,TF2,3b,654,NO,Fabaceae,Inga sapindoides Willd.,Inga,sapindoides,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Inga,Ingeniero del Suelo - Fijador N
39128,8,Bosque de Tierra Firme,TF2,4a,661,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,desfoliando,0,2012-08-03,2012,24.424016129032257,97.22,Hevea,Estrella Comercial - Industrial
39134,8,Bosque de Tierra Firme,TF2,4a,669,NO,Fabaceae,Tachigali vasquezii Pipoly,Tachigali,vasquezii,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Tachigali,Ingeniero del Suelo - Fijador N
39143,8,Bosque de Tierra Firme,TF2,4b,681,NO,Malvaceae,Theobroma speciosum Willd. ex Spreng.,Theobroma,speciosum,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Theobroma,Estrella Comercial - Frutal
39149,8,Bosque de Tierra Firme,TF2,4b,687,NO,Urticaceae,Cecropia sciadophylla Mart.,Cecropia,sciadophylla,0,0,0,0,0,muerto,0,2012-08-03,2012,24.424016129032257,97.22,Cecropia,Ingeniero del Suelo - Pionera
39157,8,Bosque de Tierra Firme,TF2,5a,695,NO,Arecaceae,Bactris gasipaes Kunth,Bactris,gasipaes,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Bactris,Estrella Comercial - Frutal
39160,8,Bosque de Tierra Firme,TF2,5a,698,NO,Meliaceae,Cedrela fissilis Vell.,Cedrela,fissilis,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Cedrela,Caja Fuerte - Maderable
39180,8,Bosque de Tierra Firme,TF3,1b,721,NO,Moraceae,Brosimum rubescens Taub.,Brosimum,rubescens,0,0,0,0,0,,0,2012-08-06,2012,24.424016129032257,97.22,Brosimum,Caja Fuerte - Maderable
39200,8,Bosque de Tierra Firme,TF3,2b,746,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,desfoliando,0,2012-08-06,2012,24.424016129032257,97.22,Hevea,Estrella Comercial - Industrial
39203,8,Bosque de Tierra Firme,TF3,2b,749,NO,Fabaceae,Cedrelinga catenaeformis (Ducke) Ducke,Cedrelinga,catenaeformis,0,0,0,0,0,,0,2012-08-06,2012,24.424016129032257,97.22,Cedrelinga,Caja Fuerte - Maderable / Fijador N
39206,8,Bosque de Tierra Firme,TF3,3a,756,NO,Fabaceae,Inga alba (Sw.) Willd.,Inga,alba,0,0,0,0,0,,0,2012-08-06,2012,24.424016129032257,97.22,Inga,Ingeniero del Suelo - Fijador N
39213,8,Bosque de Tierra Firme,TF3,4a,765,NO,Apocynaceae,Aspidosperma vargasii A.DC.,Aspidosperma,vargasii,0,0,0,0,0,desfoliando,0,2012-08-06,2012,24.424016129032257,97.22,Aspidosperma,Caja Fuerte - Maderable
39222,8,Bosque de Tierra Firme,TF3,4b,777,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,desfoliado,0,2012-08-06,2012,24.424016129032257,97.22,Hevea,Estrella Comercial - Industrial
39228,8,Bosque de Tierra Firme,TF3,5a,785,NO,Fabaceae,Copaifera reticulata Ducke,Copaifera,reticulata,0,0,0,3,2,,1,2012-08-06,2012,24.424016129032257,97.22,Copaifera,Estrella Comercial - Industrial
39232,8,Bosque de Tierra Firme,TF3,5a,790,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,desfoliado,0,2012-08-06,2012,24.424016129032257,97.22,Hevea,Estrella Comercial - Industrial
39237,8,Bosque de Tierra Firme,TF3,5b,796,NO,Fabaceae,Copaifera reticulata Ducke,Copaifera,reticulata,0,0,0,3,3,,1,2012-08-06,2012,24.424016129032257,97.22,Copaifera,Estrella Comercial - Industrial
39245,8,Bosque de Tierra Firme,TF4,1a,807,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,desfoliado,0,2012-08-06,2012,24.424016129032257,97.22,Hevea,Estrella Comercial - Industrial
39249,8,Bosque de Tierra Firme,TF4,1a,811,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,desfoliado,0,2012-08-06,2012,24.424016129032257,97.22,Hevea,Estrella Comercial - Industrial
39255,8,Bosque de Tierra Firme,TF4,1b,817,NO,Sapotaceae,Pouteria pariry (Ducke) Baehni,Pouteria,pariry,0,2,0,0,0,,1,2012-08-06,2012,24.424016129032257,97.22,Pouteria,Estrella Comercial - Frutal
39258,8,Bosque de Tierra Firme,TF4,1b,820,NO,Olacaceae,Aptandra tubicina (Poepp.) Benth. ex Miers,Aptandra,tubicina,0,0,0,0,0,,0,2012-08-06,2012,24.424016129032257,97.22,Aptandra,Ingeniero del Suelo - Pionera
39277,8,Bosque de Tierra Firme,TF4,2a,840,NO,Fabaceae,Inga stipularis DC.,Inga,stipularis,0,0,0,0,0,,0,2012-08-06,2012,24.424016129032257,97.22,Inga,Ingeniero del Suelo - Fijador N
39298,8,Bosque de Tierra Firme,TF4,3a,867,NO,Fabaceae,Inga punctata Willd.,Inga,punctata,0,0,0,0,0,,0,2012-08-06,2012,24.424016129032257,97.22,Inga,Ingeniero del Suelo - Fijador N
39306,8,Bosque de Tierra Firme,TF4,3a,876,NO,Bignonaceae,Jacaranda copaia (Aubl.) D.Don,Jacaranda,copaia,0,0,0,0,0,,0,2012-08-06,2012,24.424016129032257,97.22,Jacaranda,Ingeniero del Suelo - Pionera
39314,8,Bosque de Tierra Firme,TF4,3b,884,NO,Apocynaceae,Aspidosperma nitidum Benth. ex Müll.Arg.,Aspidosperma,nitidum,0,0,0,0,0,,0,2012-08-06,2012,24.424016129032257,97.22,Aspidosperma,Caja Fuerte - Maderable
39321,8,Bosque de Tierra Firme,TF4,3b,891,NO,Sapotaceae,Pouteria tarapotensis (Eichler ex Pierre) Baehni,Pouteria,tarapotensis,0,0,0,0,0,,0,2012-08-06,2012,24.424016129032257,97.22,Pouteria,Estrella Comercial - Frutal
39332,8,Bosque de Tierra Firme,TF5,1a,903,NO,Sapotaceae,Pouteria procera (Mart.) K.Hammer,Pouteria,procera,2,0,0,0,0,,1,2012-08-03,2012,24.424016129032257,97.22,Pouteria,Estrella Comercial - Frutal
39338,8,Bosque de Tierra Firme,TF5,1a,911,NO,Fabaceae,Inga auristellae Harms,Inga,auristellae,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Inga,Ingeniero del Suelo - Fijador N
39342,8,Bosque de Tierra Firme,TF5,1b,915,NO,Fabaceae,Inga sp. 2,Inga,sp,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Inga,Ingeniero del Suelo - Fijador N
39345,8,Bosque de Tierra Firme,TF5,1b,918,NO,Fabaceae,Inga cordistipula Mart.,Inga,cordistipula,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Inga,Ingeniero del Suelo - Fijador N
39349,8,Bosque de Tierra Firme,TF5,2a,923,NO,Malvaceae,Theobroma speciosum Willd. ex Spreng.,Theobroma,speciosum,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Theobroma,Estrella Comercial - Frutal
39354,8,Bosque de Tierra Firme,TF5,2a,930,NO,Apocynaceae,Aspidosperma rigidum Rusby,Aspidosperma,rigidum,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Aspidosperma,Caja Fuerte - Maderable
39356,8,Bosque de Tierra Firme,TF5,2b,934,NO,Fabaceae,Dipteryx micrantha Harms,Dipteryx,micrantha,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Dipteryx,Estrella Comercial - Industrial
39364,8,Bosque de Tierra Firme,TF5,3a,942,NO,Fabaceae,Inga edulis Mart.,Inga,edulis,3,0,1,0,0,,1,2012-08-03,2012,24.424016129032257,97.22,Inga,Ingeniero del Suelo - Fijador N
39368,8,Bosque de Tierra Firme,TF5,3a,946,NO,Fabaceae,Inga sp. 2,Inga,sp,0,0,2,0,0,,1,2012-08-03,2012,24.424016129032257,97.22,Inga,Ingeniero del Suelo - Fijador N
39376,8,Bosque de Tierra Firme,TF5,3b,959,NO,Fabaceae,Inga sp. 2,Inga,sp,3,0,0,0,0,,1,2012-08-03,2012,24.424016129032257,97.22,Inga,Ingeniero del Suelo - Fijador N
39382,8,Bosque de Tierra Firme,TF5,4a,968,NO,Sapotaceae,Pouteria sp. 3,Pouteria,sp,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Pouteria,Estrella Comercial - Frutal
39384,8,Bosque de Tierra Firme,TF5,4a,970,NO,Sapotaceae,Pouteria procera (Mart.) K.Hammer,Pouteria,procera,0,0,3,1,0,,1,2012-08-03,2012,24.424016129032257,97.22,Pouteria,Estrella Comercial - Frutal
39392,8,Bosque de Tierra Firme,TF5,4b,983,NO,Bignonaceae,Jacaranda copaia subsp. spectabilis (Mart. ex DC.) A.H.Gentry,Jacaranda,copaia subsp. spectabilis,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Jacaranda,Ingeniero del Suelo - Pionera
39395,8,Bosque de Tierra Firme,TF5,4b,986,NO,Sapotaceae,Pouteria tarapotensis (Eichler ex Pierre) Baehni,Pouteria,tarapotensis,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Pouteria,Estrella Comercial - Frutal
39397,8,Bosque de Tierra Firme,TF5,4b,988,NO,Moraceae,Brosimum acutifolium subsp. obovatum (Ducke) C.C.Berg,Brosimum,acutifolium subsp. obovatum,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Brosimum,Caja Fuerte - Maderable
39399,8,Bosque de Tierra Firme,TF5,4b,990,NO,Sapotaceae,Pouteria tarapotensis (Eichler ex Pierre) Baehni,Pouteria,tarapotensis,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Pouteria,Estrella Comercial - Frutal
39409,8,Bosque de Tierra Firme,TF5,5a,994A,NO,Apocynaceae,Aspidosperma rigidum Rusby,Aspidosperma,rigidum,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Aspidosperma,Caja Fuerte - Maderable
39412,8,Bosque de Tierra Firme,TF5,5b,998,NO,Fabaceae,Swartzia myrtifolia Sm.,Swartzia,myrtifolia,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Swartzia,Ingeniero del Suelo - Fijador N
39416,8,Bosque de Tierra Firme,TF5,5b,958A,NO,Apocynaceae,Aspidosperma vargasii A.DC.,Aspidosperma,vargasii,0,0,0,0,0,,0,2012-08-03,2012,24.424016129032257,97.22,Aspidosperma,Caja Fuerte - Maderable
40366,9,Bosque de Tierra Firme,TF1,1a,501,NO,Fabaceae,Swartzia myrtifolia Sm.,Swartzia,myrtifolia,0,0,0,2,2,,1,2012-09-08,2012,25.077583333333333,58.89999999999999,Swartzia,Ingeniero del Suelo - Fijador N
40369,9,Bosque de Tierra Firme,TF1,1a,504,NO,Fabaceae,Swartzia tomentifera (Ducke) Ducke,Swartzia,tomentifera,0,0,0,0,0,,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Swartzia,Ingeniero del Suelo - Fijador N
40371,9,Bosque de Tierra Firme,TF1,1a,506,NO,Apocynaceae,Aspidosperma nitidum Benth. ex Müll.Arg.,Aspidosperma,nitidum,0,0,0,0,0,,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Aspidosperma,Caja Fuerte - Maderable
40377,9,Bosque de Tierra Firme,TF1,1b,512,NO,Sapotaceae,Pouteria procera (Mart.) K.Hammer,Pouteria,procera,0,0,0,0,0,,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Pouteria,Estrella Comercial - Frutal
40378,9,Bosque de Tierra Firme,TF1,1b,513,NO,Euphorbiaceae,Croton sp.,Croton,sp,0,0,0,0,0,,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Croton,Estrella Comercial - Industrial
40389,9,Bosque de Tierra Firme,TF1,2b,528,NO,Fabaceae,Erythrina ulei Harms,Erythrina,ulei,2,3,0,0,0,desfoliado,1,2012-09-08,2012,25.077583333333333,58.89999999999999,Erythrina,Ingeniero del Suelo - Fijador N
40390,9,Bosque de Tierra Firme,TF1,2b,529,NO,Fabaceae,Erythrina ulei Harms,Erythrina,ulei,3,0,2,0,0,,1,2012-09-08,2012,25.077583333333333,58.89999999999999,Erythrina,Ingeniero del Suelo - Fijador N
40402,9,Bosque de Tierra Firme,TF1,3b,547,NO,Fabaceae,Erythrina ulei Harms,Erythrina,ulei,0,0,0,0,0,desfoliado,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Erythrina,Ingeniero del Suelo - Fijador N
40410,9,Bosque de Tierra Firme,TF1,4b,559,NO,Sapotaceae,Pouteria pariry (Ducke) Baehni,Pouteria,pariry,0,0,0,0,0,,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Pouteria,Estrella Comercial - Frutal
40411,9,Bosque de Tierra Firme,TF1,4b,560,NO,Fabaceae,Erythrina ulei Harms,Erythrina,ulei,0,0,0,0,0,desfoliado,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Erythrina,Ingeniero del Suelo - Fijador N
40414,9,Bosque de Tierra Firme,TF1,5a,564,NO,Fabaceae,Hymenaea courbaril L.,Hymenaea,courbaril,0,0,0,2,0,,1,2012-09-08,2012,25.077583333333333,58.89999999999999,Hymenaea,Estrella Comercial - Frutal
40426,9,Bosque de Tierra Firme,TF1,6a,580,NO,Sapotaceae,Pouteria sp. 3,Pouteria,sp,0,0,0,0,0,,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Pouteria,Estrella Comercial - Frutal
40427,9,Bosque de Tierra Firme,TF1,6a,581,NO,Fabaceae,Swartzia myrtifolia Sm.,Swartzia,myrtifolia,0,0,2,3,2,,1,2012-09-08,2012,25.077583333333333,58.89999999999999,Swartzia,Ingeniero del Suelo - Fijador N
40430,9,Bosque de Tierra Firme,TF1,6b,589,NO,Fabaceae,Hymenaea courbaril L.,Hymenaea,courbaril,3,0,0,0,0,,1,2012-09-08,2012,25.077583333333333,58.89999999999999,Hymenaea,Estrella Comercial - Frutal
40449,9,Bosque de Tierra Firme,TF2,1b,614,NO,Fabaceae,Copaifera reticulata Ducke,Copaifera,reticulata,0,0,0,0,0,hojas nuevas,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Copaifera,Estrella Comercial - Industrial
40452,9,Bosque de Tierra Firme,TF2,1b,617,NO,Sapotaceae,Pouteria sp. 2,Pouteria,sp,0,0,0,0,0,,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Pouteria,Estrella Comercial - Frutal
40457,9,Bosque de Tierra Firme,TF2,1b,624,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,hojas nuevas,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Hevea,Estrella Comercial - Industrial
40461,9,Bosque de Tierra Firme,TF2,2a,629,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,hojas nuevas,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Hevea,Estrella Comercial - Industrial
40468,9,Bosque de Tierra Firme,TF2,2b,638,NO,Moraceae,Brosimum rubescens Taub.,Brosimum,rubescens,0,0,0,0,0,,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Brosimum,Caja Fuerte - Maderable
40474,9,Bosque de Tierra Firme,TF2,3a,648,NO,Sapotaceae,Pouteria torta (Mart.) Radlk.,Pouteria,torta,0,0,0,0,0,,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Pouteria,Estrella Comercial - Frutal
40479,9,Bosque de Tierra Firme,TF2,3b,654,NO,Fabaceae,Inga sapindoides Willd.,Inga,sapindoides,2,0,0,0,0,,1,2012-09-08,2012,25.077583333333333,58.89999999999999,Inga,Ingeniero del Suelo - Fijador N
40484,9,Bosque de Tierra Firme,TF2,4a,661,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,hojas nuevas,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Hevea,Estrella Comercial - Industrial
40490,9,Bosque de Tierra Firme,TF2,4a,669,NO,Fabaceae,Tachigali vasquezii Pipoly,Tachigali,vasquezii,0,0,0,0,0,,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Tachigali,Ingeniero del Suelo - Fijador N
40499,9,Bosque de Tierra Firme,TF2,4b,681,NO,Malvaceae,Theobroma speciosum Willd. ex Spreng.,Theobroma,speciosum,0,0,0,0,0,,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Theobroma,Estrella Comercial - Frutal
40505,9,Bosque de Tierra Firme,TF2,4b,687,NO,Urticaceae,Cecropia sciadophylla Mart.,Cecropia,sciadophylla,0,0,0,0,0,muerto,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Cecropia,Ingeniero del Suelo - Pionera
40513,9,Bosque de Tierra Firme,TF2,5a,695,NO,Arecaceae,Bactris gasipaes Kunth,Bactris,gasipaes,0,0,0,0,0,,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Bactris,Estrella Comercial - Frutal
40516,9,Bosque de Tierra Firme,TF2,5a,698,NO,Meliaceae,Cedrela fissilis Vell.,Cedrela,fissilis,0,0,0,0,0,desfoliado,0,2012-09-08,2012,25.077583333333333,58.89999999999999,Cedrela,Caja Fuerte - Maderable
40536,9,Bosque de Tierra Firme,TF3,1b,721,NO,Moraceae,Brosimum rubescens Taub.,Brosimum,rubescens,0,0,0,0,0,,0,2012-09-04,2012,25.077583333333333,58.89999999999999,Brosimum,Caja Fuerte - Maderable
40556,9,Bosque de Tierra Firme,TF3,2b,746,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,0,0,0,0,0,,0,2012-09-04,2012,25.077583333333333,58.89999999999999,Hevea,Estrella Comercial - Industrial
40559,9,Bosque de Tierra Firme,TF3,2b,749,NO,Fabaceae,Cedrelinga catenaeformis (Ducke) Ducke,Cedrelinga,catenaeformis,0,0,0,0,0,,0,2012-09-04,2012,25.077583333333333,58.89999999999999,Cedrelinga,Caja Fuerte - Maderable / Fijador N
40562,9,Bosque de Tierra Firme,TF3,3a,756,NO,Fabaceae,Inga alba (Sw.) Willd.,Inga,alba,0,0,0,0,0,,0,2012-09-04,2012,25.077583333333333,58.89999999999999,Inga,Ingeniero del Suelo - Fijador N
40569,9,Bosque de Tierra Firme,TF3,4a,765,NO,Apocynaceae,Aspidosperma vargasii A.DC.,Aspidosperma,vargasii,0,0,0,0,0,desfoliando,0,2012-09-04,2012,25.077583333333333,58.89999999999999,Aspidosperma,Caja Fuerte - Maderable
40578,9,Bosque de Tierra Firme,TF3,4b,777,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,3,4,0,0,0,,1,2012-09-04,2012,25.077583333333333,58.89999999999999,Hevea,Estrella Comercial - Industrial
40584,9,Bosque de Tierra Firme,TF3,5a,785,NO,Fabaceae,Copaifera reticulata Ducke,Copaifera,reticulata,0,0,0,3,0,,1,2012-09-04,2012,25.077583333333333,58.89999999999999,Copaifera,Estrella Comercial - Industrial
40588,9,Bosque de Tierra Firme,TF3,5a,790,NO,Euphorbiaceae,Hevea guianensis Aubl.,Hevea,guianensis,3,4,0,0,0,,1,2012-09-04,2012,25.077583333333333,58.89999999999999,Hevea,Estrella Comercial - Industrial
